country,points,price,variety,country_from_location,keywords
0,0.057598563646735254,-0.46694758701015526,31,,dry minerality elegant rosé strawberry cherry plum sharp acidity lime wildflower drink now
0,-0.833100874189365,-0.6067104086234912,25,,2008 Pinots fresh Beaujolais Nouveau freshly crushed cherries tangy acidity fun wine juicy cheeseburger
0,0.3544983762587686,0.057162994039854496,5,0.0,Steven Kent Livermore Cabernets single-vineyard Ghielmetti Home Ranch Smith Ranch 79% Cab Cab Franc Malbec Petit Verdot develop essentials
1,0.9482980014828354,0.23186652105652442,27,,Syrah Cabernet Sauvignon warm blend full herbal concentrated black fruits dark tannins spice warm climate drink now better from 2016
2,-0.23930124896529814,-0.46694758701015526,44,,floral fragrance acacia Spanish broom chamomile white peach tangerine zest fresh acidity
1,0.9482980014828354,-0.3970661762034873,20,,green vegetable aromas fresh kiwi lime pepper salt closed-up phase Chenin Blanc smooth texture mature almond flavors
0,-0.23930124896529814,-0.46694758701015526,7,,ripe orange lime honey tingly acidity dry Chardonnay sweet-and-sour taste easy to drink mushroom risotto garlic shrimp chicken fajitas
0,-0.23930124896529814,0.40657004807319436,25,,delicate Pinot Noir drinking pleasure raw dank mushroom raspberries cherries drink by 2016
0,0.3544983762587686,-0.3970661762034873,25,,Kathy Joseph rosé-colored cherry cola maraschino cherry effervescent pomegranate long finish fresh garden salad breaded chicken cutlets cheeseburger
1,0.651398188870802,3.3765300073565827,6,,overt round chunky aromas berries stone fruits lively zesty purity of flavors limited in scope complexity nectarine orange flavors crystalline mouthfeel Vranken America
2,0.651398188870802,0.09210369944318848,36,,pale pink sparkler intensity elegance aromas cranberry toasted almond mature fruit grapefruit perlage steady foamy
0,-2.3175999372495317,-0.32718476539681934,45,,nasty astringent green flavors harsher bitter finish
0,1.5420976267069022,-0.11754053297681542,20,,layered light nose pomelo skin tangelo lime-spritzed pink-apple nervy grippy lemon-skin texture squeezed-citrus flavors riper apple cold crisp just-ripe pear nectarine
2,-0.5362010615773315,-0.5368289978168233,43,2.0,Viognier warm climates Sicilian floral nuances white almond orange blossom sea bass grilled lemon leaves fried squid
3,-1.723800312025465,-0.8163546410434951,20,,yeasty bready cantaloupe citrus palate foams bland powdered sugar orange notes finish
0,1.5420976267069022,0.40657004807319436,25,0.0,elegant expressive rose tone rose petals ripe cherries well defined balanced detailed sandalwood cocoa powder cinnamon orange-liqueur drink now through 2021
1,2.729696877155036,1.9789017912232236,2,1.0,Figeac Cabernet Sauvignon Cabernet Franc dense wine great tannins perfumed complex tannins black fruits acidity long-term aging Drink from 2026
0,0.651398188870802,-0.08259982757348144,20,,15.8% alcohol hot chili pepper blackberry dark unsweetened chocolate balanced elegant barbecue red
0,-0.23930124896529814,-0.3970661762034873,25,0.0,medium-bodied easy-drinking herbal complexity cherry-tinged fruit ripe supple tannins crisp acidity
0,-0.833100874189365,-0.11754053297681542,20,,dark full-bodied red wine significant tannins dry berry currant spice flavors rustic barbecue
1,-0.5362010615773315,0.16198511024985646,6,1.0,green style Champagne clean crisp cooperatives great value pleasing freshness imported Grape Expectations Georgia
0,1.5420976267069022,1.454791210173214,27,0.0,Chaleur Estate herbal olive chalk coffee grounds plum cherry chocolate herb pepper subtle sleek built to age needs to be decanted
0,0.057598563646735254,-0.11754053297681542,5,0.0,elegant Cabernet ready to drink Napa character lush ripe tannins black currants blackberries cedar good steak
0,-0.833100874189365,-0.6416511140268252,27,,light entry-level red fresh berry aromas dried herbs dry softness texture
0,0.057598563646735254,-0.1874219437834834,14,,Malbec soft fruity dark wine scents of raisins boysenberries black cherries coffee caramel balance depth of flavor inky dark colors
1,-0.833100874189365,-0.5717697032201572,7,1.0,light fresh pineapple pear delicate lift crispness citrus toast attractive easy white Burgundy
3,-0.23930124896529814,0.23186652105652442,20,,dark deep cola black fruit truffle good lift dense warm-climate big body large flavors black plum olive coffee short finish simple finish
0,-1.4269004994134318,-0.7464732302368271,20,,light citrusy off-dry Riesling floral spice notes zip finish
0,0.057598563646735254,-0.1874219437834834,4,,stiff tart young wine cellaring balance full-bodied tannins abundance
0,-2.0207001246374983,-0.6416511140268252,20,,thin watery diluted citrus flavors raw acidity
0,0.057598563646735254,-0.32718476539681934,27,,Sobra Bordeaux blend black fruits smoky wood pepper bacon fat
0,0.057598563646735254,-0.5368289978168233,28,1.0,Côtes du Rhône blend drunk early weekday meal easy to drink high-toned cherry boysenberry black olive gamy pepper
1,-0.23930124896529814,-0.5717697032201572,15,1.0,Cahors structured wine young tannins fruity black-currant flavor crisp acidity age drink from 2016
0,-1.4269004994134318,0.057162994039854496,7,1.0,Burgundian technique leesy yeasty toasted oak underlying fruit
3,-0.23930124896529814,-0.6765918194301591,0,,fresh smelling green melon apple honey minerals simple crisp orange flavors chunky pithy finish under $15 good casual Albariño
0,-0.833100874189365,-0.5717697032201572,7,,Bacchus vineyard oaky buttery Chardonnay every day quaffer fruit simple clean apple flavored
0,0.9482980014828354,-0.43200688160682127,31,,Grenache pink yeasty Champagne-like lemon-peel wet slate tingling acidity chalky lime cotton candy compelling tension
0,2.4327970645430024,1.8041982642065537,36,,Pinot Noir Chardonnay aged on the lees creamy yeasty complexity limes orange zest roasted hazelnuts minerals smoke wonderful develop bottle 563 cases produced
0,-0.23930124896529814,-0.04765912217014746,37,,dry black pepper wild blackberry tannins crunchy acidity sharp rich steak
0,0.057598563646735254,0.057162994039854496,28,0.0,Mourvèdre Syrah Calaveras Dalton Vineyard Twisted Oak River of Skulls bright cherry black tea candied dark plum bright acidity plump wine resolved tannins long finish raspberry flavors
2,0.9482980014828354,0.7559771021065341,33,2.0,bright buoyant Brunello sophistication complexity Montalcino crisp tonic cassis wild berry vanilla toasted nut
2,-0.5362010615773315,-0.6067104086234912,20,2.0,Aged stainless steel fresh clean flavors Favorita white wine grape northern Italy lively tones lemon zest white blossom cut grass
0,-1.4269004994134318,-0.921176757253497,23,,high acidity ripe pineapple vanilla flavors simple wine sweet and sour flavors sour cough drop
0,-0.833100874189365,0.3017479318631924,5,0.0,Tamber Bey Cabernets Yountville dry tannic uninteresting harshness blackberry cherry fruit
3,-1.723800312025465,-0.6416511140268252,39,,contrasts weedy sweet green strawberry caramel palate bitter jammy berry medium weight burdensome sugars clumsy finish
0,-2.0207001246374983,-0.6765918194301591,30,,flat cardboard fruit not fresh vintage
3,-1.723800312025465,-0.7814139356401612,39,,bulky medicinal Tempranillo prickly sour not too ripe short flavors underdeveloped
2,-0.23930124896529814,-0.3970661762034873,1,,brambly notes forest floor underbrush fresh fruit chewy wet tobacco wild mushroom complexity
2,1.5420976267069022,1.9090203804165555,18,2.0,modern winery Barolo bold innovative powerful generous big spice berry smoke mineral tones intensity persistency
2,0.057598563646735254,-0.11754053297681542,20,2.0,Prosecco Cartizze Bortolin estate mineral notes talc powder plush creamy peach yellow fruit fresh flowers
1,0.3544983762587686,0.40657004807319436,7,,rounded texture smooth wood yellow fruits generous wine weight richness acidity apple skin character months richness will show better
0,0.3544983762587686,-0.5368289978168233,25,0.0,Oregon Pinot brambly black cherry cola ripe moderate tannins medium-long finish
2,0.057598563646735254,-0.1874219437834834,18,,forest floor porcini mushroom espresso bright berry coffee grilled herbs firm tannins drink 2015–2020
1,-0.833100874189365,0.5113921642831963,29,1.0,dark color brassy Châteauneuf blanc aromatically muted neutral flavor ample breadth lacking richness lacking depth conundrum
0,-1.723800312025465,0.02222228863652051,7,,soft cloyingly sweet pineapple jam buttered popcorn tired old drink up
0,0.9482980014828354,-0.3970661762034873,7,,full round snappy acidity luscious fruit green fruits yellow fruits fine texture length mineral streak medium-term aging potential
0,0.651398188870802,0.5812735750898642,5,,ultrarich ripe Cabernet jammy blackberry blueberry cherry milk chocolate sweetness soft intricate tannins modern style best over the next six years
0,-1.1300006868013983,-0.6067104086234912,25,,rugged hot plummy cherry flavor bright zingy acidity smoky oak
0,1.5420976267069022,0.23186652105652442,5,0.0,Sonoma Mount St. Helena tannic concentrated Cabernet structure flavor blackberries dark chocolate pain grillé new oak smoky spice Drink now through 2013
1,-1.1300006868013983,-0.7464732302368271,2,,lightly fruity fresh crisp acidity clean aftertaste citrus fruits red currant fruits screwcap
0,-0.23930124896529814,0.057162994039854496,35,0.0,Russian River Sauvignon Blanc 2009 dry crisp citrus gooseberry spice richness quality
3,0.057598563646735254,-0.6765918194301591,42,,apple nectarine yeast-based vanilla fresh citric lime green apple pineapple clean finish no bitterness no pithiness
0,-0.5362010615773315,-0.3970661762034873,45,,dull dusty burly Zin slight sweetness blackberry vanilla soft texture structure
0,0.057598563646735254,0.8957399237198701,5,0.0,Lodi Cab soft lush milk chocolate cassis vanillins sweet char oak easy delicious drink now
0,2.135897251930969,0.5812735750898642,36,,late-disgorged 11 years ultrafine mousse refined silky rich flavors limes strawberries toasty lees minerals spectacular sparkling wine development ahead
0,1.2451978140948687,0.7909178075098682,25,,zesty acidity Pinot Noir pomegranate rhubarb red cherry licorice bright edge very dry complexly layered primary in fruit balanced develop additional nuances next six years
0,-0.833100874189365,-0.6416511140268252,7,,Butterscotch pineapple peach jam Chardonnay balanced crisp acidity minerality crowd pleaser sweet finish
2,-0.5362010615773315,-0.8163546410434951,27,2.0,fresh berries young spice blueberry raspberry bright blend Montepulciano Sangiovese Central Italy easy tannins bright finish acidic finish
0,-0.23930124896529814,-0.8163546410434951,39,0.0,Tempranillo rosé dry crisp low alcohol long deep creamy spicy cherry raspberry vanilla bean balance
0,0.057598563646735254,-0.29224405999348535,1,0.0,baked plum baking spice soft rustic refined mocha espresso expert acidity Mediterranean-themed food
0,0.9482980014828354,-0.46694758701015526,7,,big bold concentrated full-bodied new-barrel lees-stirring deep gold color ripe pear buttered toast aromas waves of pear apple lingering finish
0,-0.833100874189365,-0.29224405999348535,7,,big oaky aromas flavors wood-grilled peaches roasted red apples buttery toast rich nuttiness full mouth slightly fat moderate acidity medium-length smoky finish
0,0.057598563646735254,-0.11754053297681542,37,,blended Syrah co-fermented Viognier grapefruit citrus scent flavor acid full forward acidic hot layering of flavors Walter Dacon Syrahs
1,0.057598563646735254,0.37162934266986036,14,,finely structured tannin rich texture berry fruits dark plums bitter coffee extra dimension
0,0.057598563646735254,-0.1524812383801494,25,,aromas flowers cherries cured meat drinking nicely elegant pie cherries fruit pastry flavors
0,1.2451978140948687,0.3017479318631924,27,,flagship red Cabernet Sauvignon Merlot Syrah sturdy structured age pepper spice muscle verve floral notes berry fruits ripe graceful sweet fruit midpalate clean finish textural finish
0,-0.833100874189365,-0.36212547080015334,17,,Merlot early drinking plump cherries cocoa cola tobacco soft acids soft tannins
0,0.651398188870802,-0.3970661762034873,5,0.0,Cabernet Napa ripe black currants tough tannins sweet oak age airing
2,0.057598563646735254,-0.46694758701015526,27,,food-friendly blend Sangiovese Syrah Cabernet Sauvignon Cabernet Franc rich intense fruit flavors cherry blackberry subtle spice note
1,0.9482980014828354,-0.1874219437834834,11,,firm stony dry tannins structure intense acidity red cherry flavor dense concentrated solid feel aging
3,-1.1300006868013983,-0.7464732302368271,20,,candied fruit punch bowl aromas tart rubbery raspberry hot raw full flavor chewing on a plum skin
2,0.651398188870802,0.6162142804931983,18,,black cherry licorice leather violet tobacco black raspberry wild cherry anisette black pepper tannins drink 2017–2024
0,-0.23930124896529814,-0.32718476539681934,21,,fresh full bodied juicy dusty dark plum chocolate aged French oak American oak tobacco vanilla palate finish
2,-0.833100874189365,-0.7464732302368271,17,,Il Puro Merlot cherry nuances spice mineral smooth silky easy drinking pleasure
0,-1.1300006868013983,-0.7814139356401612,7,,soft rich pineapple lemon candy oak flavors Chardonnay acidity balance basic everyday price
0,-0.5362010615773315,-0.8862360518501631,25,,light ruby fresh raspberry red cherry aromas ripe plum smooth texture medium bodied easy to enjoy
2,-0.5362010615773315,0.09210369944318848,8,,lasagna meat-filled ravioli mushroom risotto mild crisp red red berry almond cola
2,-0.23930124896529814,-0.5368289978168233,32,2.0,Banfi Chianti Classico Sangiovese food-friendly natural acidity pasta dishes
0,1.2451978140948687,0.8607992183165362,25,,firm minerality acidity mouthfeel richer intricate raspberry sour cherry candy blueberry cola sandalwood blossom drink now
0,0.651398188870802,0.5812735750898642,25,0.0,Cherry Grove Boedecker Cellars fragrant focused rose petals cherry candy spicy cinnamon textural cola-laced finish
0,-0.833100874189365,0.33668863726652637,25,,clonal make-up Pinot aromas muted shy earthy spicy baked red raspberry strawberry denseness palate finish
0,0.651398188870802,-0.1524812383801494,27,,pleasing blend spicy fruity sweet strawberry cherry candy new oak smooth accessible delicious aromas sweet straw
2,-1.4269004994134318,-0.25730335459015136,32,,retro package one-dimensional heavily toasted oak narrow fruit 1998 vintage toast vanilla coconut shadings dry powdery tannins taut finish
2,-0.23930124896529814,-0.6416511140268252,9,,youthful expression Dolcetto dark concentrated style mineral tone blueberry raspberry tonic vibrant fresh quality fruit
0,1.5420976267069022,1.280087683156544,5,,rich ripe blackberries black currants dark chocolate toasted oak tannins smooth drink now–2020
1,-0.5362010615773315,-0.5368289978168233,28,,blueberry cinnamon oak spice nose palate depth complexity quaff roasted chicken
0,-1.4269004994134318,-0.46694758701015526,45,,fruity raspberry palate tomatoes dry astringent tannic finish
0,1.2451978140948687,1.280087683156544,5,0.0,Cabernet Mayacamas big tannins dry sturdiness black currant decadence age
0,-2.3175999372495317,-0.8862360518501631,5,,baked Porty overtly sweet residual sugar cherry raspberry jam
0,0.057598563646735254,-0.5368289978168233,0,,fermented aged stainless steel malolactic fermentation steely waxy Albarino tapas peach apricot textured long-lasting tangible acidity seafood shellfish
2,-0.23930124896529814,-0.8163546410434951,23,,aromatic melon pineapple apple pear casual approachable
0,-0.23930124896529814,-0.46694758701015526,13,,aromas roses lychee pineapple flavors lemon tropical fruit flowers flirty poised balanced fresh summer salads spicy ethnic cuisine
0,-0.833100874189365,-0.6067104086234912,27,1.0,rustic raisiny Bordeaux blend Syrah excellent vineyards overripe soft forward leathery ready to drink
1,0.651398188870802,0.3017479318631924,11,,wood aging smoky character toasty flavor smoothing tannins 2009 vintage plum fruits firm tannins age drink until 2018
1,1.5420976267069022,1.8041982642065537,7,,60-year-old vines concentration ageability structured firm dry 5 years mineral stony character fruit demands attention
0,0.057598563646735254,0.23186652105652442,7,,Chardonnay ripe rich jammy pineapples green apples limes smoky caramelized oak creamy sour note lees balanced crisp acidity best now fruit goes south
0,-0.5362010615773315,-0.1874219437834834,5,0.0,cassis plum Cabernet Sauvignon mid-weight licorice vanilla finish 33 months new American oak
1,0.057598563646735254,1.6294947371898838,7,,soft rounded ready to drink white fruits light green fruits delicious open character toasty flavors spice
0,-0.5362010615773315,-0.11754053297681542,28,,Peppery bright acidity Grenache Mourvèdre Syrah Counoise red raspberry pomegranate perfumed aromatics earthiness
0,1.2451978140948687,1.454791210173214,5,,Dyer Cabernet 2009 bottling tough tannins blackberry cherry oak flavors juvenile unintegrated oak fruit mineral notes drinkability 2015–2025
0,-1.1300006868013983,-0.29224405999348535,7,,soapy mouthfeel high pH wine apple pear fruit flavors mild thin
3,-1.723800312025465,-0.5018882924134892,20,,floral nose lean acidic palate lemon green apple
0,-2.3175999372495317,-0.7814139356401612,20,,tannic rough
2,-1.1300006868013983,-0.6416511140268252,26,2.0,light easy Prosecco Extra Dry cut grass hay ripe banana cardboard tonic lean crisp freshness
0,1.2451978140948687,1.8041982642065537,5,,Cab 100% new French oak aged fruit flavor sweetly ripe cherries blackberries tannins continued cellaring alcohol acidity pH ideal balance hold for at least a year
0,1.2451978140948687,1.9789017912232236,5,,exotic complex medium-bodied structured aromas charcuterie mixed nut cedar pencil dusty tannic profile oak
0,0.3544983762587686,-0.04765912217014746,37,,oxblood meaty tannic espresso black licorice composted earth tart blackberry aromatic spicy balanced
0,-2.0207001246374983,0.5812735750898642,45,,sweet Port chocolate prune hot chile pepper 17% alcohol
0,2.729696877155036,3.027122953323243,2,0.0,Bordeaux blend Howell Mountain Cabernet blackberries cherries cassis chocolate herbs spices smoked oak structure tannins acidity Cabernet experience age
0,2.4327970645430024,0.40657004807319436,7,0.0,St. Jean Chardonnay Robert Young vineyard Belle Terre vineyard new French oak spicy tropical fruit flavors acid balance oak elaborate seasoning delicious satisfying vintage
0,0.651398188870802,-0.04765912217014746,4,,Cab Franc new oak toastiness blueberries black cherry cassis mocha espresso black pepper cedar tannins
0,0.057598563646735254,-0.1874219437834834,37,,Syrah Grenache estate-grown Lonesome Springs vineyard nose bright grapey floral scents berries peppery tannins purple youthful fresh volatile
0,-0.5362010615773315,0.057162994039854496,45,,challenging Zin fruity earthy mushroomy vanilla oak tannic core of fruit austere cellar soften open
0,0.057598563646735254,-0.8163546410434951,5,,"smooth dry blackberries cherries currants cedar spicy finish style elegance sommelier's bargain 2,853 cases produced"
3,-0.23930124896529814,-0.1874219437834834,39,3.0,traditionally styled Rioja smooth earthy leathery aromas spicy dry fruit good acidity respectable table wine weak vintage
2,0.651398188870802,-0.11754053297681542,20,,bold full bodied aromas steeped plum prune clove blue flower concentrated savory palate mature blackberry raisin licorice big tannins velvety freshness drinkable heft
0,-0.5362010615773315,-0.11754053297681542,5,,earthy funky green pepper bell pepper cracked black pepper currant licorice oak bright acidity vegetal core
0,1.8389974393189357,1.280087683156544,25,,rich ripe raspberry cherry vanilla buttered toast oak barrels acidity soft tannins drinkable age
0,0.9482980014828354,-0.3970661762034873,13,0.0,Gewürztraminer Celilo vines 2010 coolest vintage high-altitude searing acidity varietal spice rose petals lemons grapefruit star fruit gooseberries neutral French oak lees age for decades
0,1.5420976267069022,-0.11754053297681542,45,,black fruits dried herbs asphalt fig plum minty lift Mission figs fudge mocha
0,-1.1300006868013983,-0.11754053297681542,7,,Chardonnay brisk acidity crisp acidity pineapple orange mango buttered toast butterscotch
0,-0.23930124896529814,-0.29224405999348535,25,0.0,Anderson Valley lighter-than-usual color red cherry raspberry turned earth aromas low-level fruit flavors good balance acidity ripeness
2,-0.5362010615773315,-0.04765912217014746,27,2.0,red Passito dessert wine Tuscany bittersweet aromas wild cherry raspberry cassis cola clean impression chocolate brownies cherry pie
0,1.8389974393189357,0.7909178075098682,2,0.0,Cabernet-based Bordeaux blend Mount Veeder black currant licorice cedary oak 80% new French mountain tannins astringent mouthfeel modern Napa style opulent improve six years
2,-0.5362010615773315,-0.22236264918681736,27,,oak-driven espresso coffee toasted almond red fruit black fruit chocolate black pepper technically well made shy on personality length
0,0.651398188870802,0.19692581565319042,27,,soft acidity tannins structure complex flavors blackberry tart cherry pie Dr. Pepper cola anise liqueur bacon sandalwood ready now
1,0.651398188870802,-0.6416511140268252,31,,well-balanced crisp breezy red-berry fruits tight texture minerality tangy aftertaste apéritif
2,0.057598563646735254,-0.29224405999348535,19,2.0,Ero bright berry cassis white almond Sicilian jamminess
0,0.9482980014828354,0.5812735750898642,5,0.0,sage bark cherry compote toasted cedar Fred Brander Santa Ynez Valley Los Olivos District balanced flavors oak smooth tannins
0,-1.1300006868013983,0.7909178075098682,25,,heavy sweet melted cherry-jam Dr. Pepper flavors heat alcohol
2,-1.1300006868013983,-0.8163546410434951,27,2.0,80-20 blend Sangiovese Syrah coastal Tuscany bright fruit lean texture lively berry notes wild strawberry white cherry good value pair well pizza pasta
0,0.3544983762587686,-0.1874219437834834,5,,herbal aromas cassis blue plum fruit barrel spice cinnamon Cab Franc tannins sweet black-cherry fruit age well
0,1.8389974393189357,0.5113921642831963,45,0.0,2007 vintage Williams Selyem Zinfandels cool growing season big rich jammy drily elegant raspberry Fig Newton red currant Canadian bacon superfine tannins exuberant next six years
0,-1.1300006868013983,0.5812735750898642,5,,dank aromas mushrooms hops dill wet herbs olive stewed mushrooms
1,1.5420976267069022,15.0117849066668,25,1.0,young substantial structured fruit tannins dark dense dry enticing perfumes Grand Cru Chambolle-Musigny Morey Saint-Denis structure drink from 2020
0,1.2451978140948687,0.3017479318631924,17,0.0,Napa Valley Merlot Coombsville ripe grapes high alcohol rich flavors cherry berry dark chocolate anise grippy tannins firm mouthfeel
0,-1.723800312025465,0.930680629123204,32,,silly name not a very good wine acids tannins astringent bitter cherry fruit thin overripe
0,0.651398188870802,0.40657004807319436,7,0.0,Lone Oak Vineyard Garys' Rosella's lemon-lime soda white rock minerality baked apple yeasty bread lime bright acidity shellfish halibut chicken salad
0,-0.5362010615773315,-0.5368289978168233,31,0.0,salmon-colored rosé Grenache Viognier Yolo County peach light-medium body 14.8% alcohol finish falls off fast
1,2.135897251930969,0.930680629123204,14,,structured dense balance fruit acidity dusty texture dry center wood tannins freshness long aging juicy berry fruits
0,0.3544983762587686,-0.6416511140268252,7,0.0,acidity Edna Valley limes pineapples Chardonnay dry low alcohol great value
0,0.9482980014828354,0.23186652105652442,27,0.0,elegant Cab Sauvignon Merlot Cab Franc tart cassis berry fruit Ciel minerality hard tannins peppery herbal details 14.1% alcohol New World fruit Old World elegance
2,1.5420976267069022,1.9789017912232236,33,2.0,Italian espresso chocolate spice black fruit elegant refined traditional style delicate berry nuances
0,0.3544983762587686,-0.22236264918681736,7,,strong complex aromas tropical fruit coconut oaky spicy bright effusive flavors racy high alcohol content soft seductive crowd-pleaser
2,0.057598563646735254,-0.46694758701015526,27,,Merlot Cabernet Refosco French oak dark fruit ripe blackberry sweet spice chewy soft pulpy sweetness
0,-0.5362010615773315,-0.5368289978168233,4,,baking spice toasted wood preserved black cherry plum flavors bold lushly textured Cabernet Franc soft tannins dense fruit profile weight body
0,1.5420976267069022,0.7559771021065341,37,0.0,limited Syrah Wahluke Slope citrus spice pineapple lime aromas raspberry cherry fruit
0,0.9482980014828354,0.5812735750898642,25,0.0,bold aromas mushroom seaweed organic funk tart cherry fruit bottle age
0,0.9482980014828354,-0.46694758701015526,38,,ripe pungent rich fruit-driven fig peach melon herbal highlights acidity thyme rosemary finish power polish barrel influence toast
1,1.8389974393189357,1.8041982642065537,7,1.0,Clos de la Chapelle Morgeot Premier Cru 2010 full ripe intense yellow fruit toast flavors tight acidity richness structure complex concentrated age worthy
1,0.651398188870802,0.4415107534765283,37,1.0,refined complex Syrah Grand Cru Minervois la Liviniere raspberry blueberry rosemary thin mint velvety texture gripping tannins balanced acidity coffee cocoa lush lingering finish
0,0.651398188870802,0.5812735750898642,27,1.0,firm compact wild berry plum cassis Cab-dominated blend sleek appeal St. Emilion aggressive herbaceousness new oak suggestions of barrel superb fruit
0,1.8389974393189357,0.7559771021065341,25,0.0,Vineyard fruit sources Oregon expensive highly-reviewed cranberry raspberry potent young wine expressive purity gun metal consulting winemaker Robert Brittan stylish note finish
2,-0.833100874189365,-0.1524812383801494,9,,big rich friendly fruit approachable easy to drink not serious drink now burger roast chicken pleasure
2,-0.23930124896529814,-0.6067104086234912,23,,bouquet banana spicy vanilla persistence Grigios lean spicy finish imported Opici Import Company
2,0.9482980014828354,0.5812735750898642,33,,syrupy rich meaty intensity extraction bruiser pleaser aromas cherry liqueur blackberry jam exotic spice masculine opulent cellar aging
0,1.5420976267069022,0.23186652105652442,7,,Chardonnay elegant structure acidity tannins oak barrels pineapple kiwi cream buttered toast
1,-0.5362010615773315,-0.5368289978168233,36,1.0,ripe warm full-bodied Crémant creamy rich mousse soft citrus light acidity forward fruity fresh lightly tangy
1,1.5420976267069022,1.6644354425932177,7,,fine ripe fruit full-flavored vanilla toast spice peach texture tight apple skins fresh acidity
1,-0.23930124896529814,-0.46694758701015526,27,,ripe spicy blend Syrah Cabernet Sauvignon Merlot black fruits firm tannins dry tannins herbal character edge
3,0.651398188870802,0.23186652105652442,39,,aromas raw oak cinnamon bacon clove tannic flavors toast chocolate baking spices blackberry black-plum oaky abrasive finish rocky tannins fierce tasty
1,0.3544983762587686,0.3017479318631924,4,,ripe soft smooth toast-inspired texture blackberry rich young elegance
1,0.057598563646735254,-0.5717697032201572,2,,weighty full dense fine balance acidity richness
2,-0.23930124896529814,0.23186652105652442,18,,aged new barriques aromas oak spices savory herbs palate vanilla coffee dried dark-cherry mineral flavors linear quality fruit richness wood tannins
1,1.2451978140948687,-0.5717697032201572,2,1.0,delicacy elegance Margaux richness 2003 Claire Villars Château Ferrière confidence estate vineyards Château Margaux acidity black fruits
